date,time,flavor
2021-01-01,15:44:00,Cappuccino
2021-01-01,15:47:00,Cappuccino
2021-01-01,15:48:00,Latte
2021-01-01,15:48:00,Cappuccino
2021-01-01,15:49:00,Latte
2021-01-01,15:50:00,Cappuccino
2021-01-01,15:51:00,Espresso
2021-01-01,15:54:00,Cappuccino
2021-01-01,15:54:00,Cappuccino
2021-01-01,15:55:00,Latte
2021-01-01,15:56:00,Cappuccino
2021-01-01,15:57:00,Espresso
2021-01-01,15:59:00,Latte
2021-01-01,16:00:00,Latte
2021-01-01,16:03:00,Cappuccino
2021-01-01,16:05:00,Cappuccino
2021-01-01,16:05:00,Espresso
2021-01-01,16:05:00,Espresso
2021-01-01,16:09:00,Espresso
2021-01-01,16:09:00,Latte
2021-01-01,16:10:00,Latte
2021-01-01,16:12:00,Espresso
2021-01-01,16:13:00,Latte
2021-01-01,16:15:00,Espresso
2021-01-01,16:16:00,Espresso
2021-01-01,16:16:00,Espresso
2021-01-01,16:23:00,Espresso
2021-01-01,16:26:00,Espresso
2021-01-01,16:27:00,Cappuccino
2021-01-01,16:28:00,Latte
2021-01-01,16:31:00,Latte
2021-01-01,16:32:00,Cappuccino
2021-01-01,16:32:00,Cappuccino
2021-01-01,16:33:00,Latte
2021-01-01,16:37:00,Latte
2021-01-01,16:38:00,Espresso
2021-01-01,16:39:00,Cappuccino
2021-01-01,16:40:00,Espresso
2021-01-01,16:42:00,Cappuccino
2021-01-01,16:43:00,Espresso
2021-01-01,16:43:00,Cappuccino
2021-01-01,16:43:00,Cappuccino
2021-01-01,16:48:00,Cappuccino
2021-01-01,16:50:00,Latte
2021-01-01,16:51:00,Latte
2021-01-01,16:54:00,Latte
2021-01-01,16:56:00,Latte
2021-01-01,16:57:00,Latte
2021-01-01,17:03:00,Cappuccino
2021-01-01,17:05:00,Espresso
2021-01-01,17:07:00,Latte
2021-01-01,17:08:00,Cappuccino
2021-01-01,17:08:00,Espresso
2021-01-01,17:09:00,Cappuccino
2021-01-01,17:14:00,Cappuccino
2021-01-01,17:15:00,Latte
2021-01-01,17:18:00,Latte
2021-01-01,17:19:00,Cappuccino
2021-01-01,17:19:00,Cappuccino
2021-01-01,17:20:00,Cappuccino
2021-01-01,17:22:00,Latte
2021-01-01,17:23:00,Latte
2021-01-01,17:23:00,Latte
2021-01-01,17:25:00,Cappuccino
2021-01-01,17:25:00,Latte
2021-01-01,17:25:00,Latte
2021-01-01,17:25:00,Latte
2021-01-01,17:26:00,Cappuccino
2021-01-01,17:26:00,Latte
2021-01-01,17:29:00,Cappuccino
2021-01-01,17:30:00,Latte
2021-01-01,17:32:00,Espresso
2021-01-01,17:34:00,Cappuccino
2021-01-01,17:34:00,Latte
2021-01-01,17:37:00,Cappuccino
2021-01-01,17:37:00,Latte
2021-01-01,17:37:00,Espresso
2021-01-01,17:40:00,Latte
2021-01-01,17:44:00,Cappuccino
2021-01-01,17:47:00,Latte
2021-01-01,17:47:00,Cappuccino
2021-01-01,17:47:00,Latte
2021-01-01,17:48:00,Espresso
2021-01-01,17:49:00,Cappuccino
2021-01-01,17:50:00,Latte
2021-01-01,17:51:00,Espresso
2021-01-01,17:55:00,Espresso
2021-01-01,17:57:00,Latte
2021-01-01,17:57:00,Cappuccino
2021-01-01,17:57:00,Latte
2021-01-01,18:01:00,Latte
2021-01-01,18:01:00,Cappuccino
2021-01-01,18:02:00,Latte
2021-01-01,18:03:00,Cappuccino
2021-01-01,18:05:00,Latte
2021-01-01,18:05:00,Espresso
2021-01-01,18:06:00,Cappuccino
2021-01-01,18:07:00,Cappuccino
2021-01-01,18:10:00,Cappuccino
2021-01-01,18:11:00,Latte
2021-01-01,18:11:00,Cappuccino
2021-01-01,18:13:00,Cappuccino
2021-01-01,18:16:00,Latte
2021-01-01,18:19:00,Latte
2021-01-01,18:20:00,Espresso
2021-01-01,18:20:00,Espresso
2021-01-01,18:21:00,Espresso
2021-01-01,18:24:00,Latte
2021-01-01,18:24:00,Cappuccino
2021-01-01,18:28:00,Latte
2021-01-01,18:29:00,Cappuccino
2021-01-01,18:32:00,Latte
2021-01-01,18:37:00,Espresso
2021-01-01,18:38:00,Cappuccino
2021-01-01,18:39:00,Espresso
2021-01-01,18:46:00,Espresso
2021-01-01,18:46:00,Cappuccino
2021-01-01,18:49:00,Cappuccino
2021-01-01,18:49:00,Cappuccino
2021-01-01,18:50:00,Cappuccino
2021-01-01,18:53:00,Espresso
2021-01-01,18:54:00,Espresso
2021-01-01,18:58:00,Latte
2021-01-01,18:59:00,Latte
2021-01-01,19:02:00,Espresso
2021-01-01,19:02:00,Espresso
2021-01-01,19:04:00,Espresso
2021-01-01,19:04:00,Latte
2021-01-01,19:05:00,Cappuccino
2021-01-01,19:05:00,Espresso
2021-01-01,19:06:00,Espresso
2021-01-01,19:07:00,Latte
2021-01-01,19:14:00,Latte
2021-01-01,19:17:00,Espresso
2021-01-01,19:18:00,Cappuccino
2021-01-01,19:18:00,Latte
2021-01-01,19:22:00,Espresso
2021-01-01,19:24:00,Latte
2021-01-01,19:24:00,Espresso
2021-01-01,19:24:00,Espresso
2021-01-01,19:24:00,Espresso
2021-01-01,19:25:00,Espresso
2021-01-01,19:27:00,Cappuccino
2021-01-01,19:28:00,Espresso
2021-01-01,19:30:00,Cappuccino
2021-01-01,19:30:00,Espresso
2021-01-01,19:32:00,Cappuccino
2021-01-01,19:35:00,Cappuccino
2021-01-01,19:38:00,Espresso
2021-01-01,19:41:00,Latte
2021-01-01,19:41:00,Cappuccino
2021-01-01,19:42:00,Cappuccino
2021-01-01,19:45:00,Espresso
2021-01-01,19:47:00,Latte
2021-01-01,19:48:00,Espresso
2021-01-01,19:52:00,Espresso
2021-01-01,19:54:00,Latte
2021-01-01,19:55:00,Latte
2021-01-01,19:56:00,Latte
2021-01-01,19:56:00,Cappuccino
2021-01-01,19:56:00,Latte
2021-01-01,19:57:00,Espresso
2021-01-01,19:57:00,Cappuccino
2021-01-01,20:00:00,Latte
2021-01-01,20:03:00,Espresso
2021-01-01,20:03:00,Cappuccino
2021-01-01,20:04:00,Espresso
2021-01-01,20:04:00,Latte
2021-01-01,20:05:00,Espresso
2021-01-01,20:09:00,Latte
2021-01-01,20:10:00,Espresso
2021-01-01,20:16:00,Espresso
2021-01-01,20:16:00,Cappuccino
2021-01-01,20:18:00,Espresso
2021-01-01,20:19:00,Latte
2021-01-01,20:20:00,Espresso
2021-01-01,20:20:00,Latte
2021-01-01,20:21:00,Cappuccino
2021-01-01,20:24:00,Latte
2021-01-01,20:26:00,Espresso
2021-01-01,20:26:00,Latte
2021-01-01,20:27:00,Espresso
2021-01-01,20:27:00,Espresso
2021-01-01,20:28:00,Cappuccino
2021-01-01,20:31:00,Latte
2021-01-01,20:31:00,Latte
2021-01-01,20:32:00,Latte
2021-01-01,20:32:00,Cappuccino
2021-01-01,20:34:00,Espresso
2021-01-01,20:34:00,Latte
2021-01-01,20:36:00,Latte
2021-01-01,20:36:00,Cappuccino
2021-01-01,20:36:00,Latte
2021-01-01,20:37:00,Espresso
2021-01-01,20:39:00,Latte
2021-01-01,20:43:00,Latte
2021-01-01,20:46:00,Latte
2021-01-01,20:49:00,Latte
2021-01-01,20:50:00,Cappuccino
2021-01-01,20:51:00,Espresso
2021-01-01,20:55:00,Latte
2021-01-01,20:58:00,Espresso
2021-01-01,20:58:00,Espresso
2021-01-01,21:02:00,Latte
2021-01-01,21:04:00,Latte
2021-01-01,21:04:00,Espresso
2021-01-01,21:05:00,Latte
2021-01-01,21:06:00,Latte
2021-01-01,21:08:00,Espresso
2021-01-01,21:09:00,Espresso
2021-01-01,21:10:00,Cappuccino
2021-01-01,21:10:00,Latte
2021-01-01,21:11:00,Cappuccino
2021-01-01,21:11:00,Latte
2021-01-01,21:12:00,Latte
2021-01-01,21:13:00,Espresso
2021-01-01,21:18:00,Latte
2021-01-01,21:19:00,Espresso
2021-01-01,21:19:00,Espresso
2021-01-01,21:22:00,Cappuccino
2021-01-01,21:23:00,Latte
2021-01-01,21:23:00,Latte
2021-01-01,21:24:00,Latte
2021-01-01,21:25:00,Cappuccino
2021-01-01,21:26:00,Cappuccino
2021-01-01,21:26:00,Cappuccino
2021-01-01,21:30:00,Espresso
2021-01-01,21:32:00,Espresso
2021-01-01,21:33:00,Latte
2021-01-01,21:34:00,Latte
2021-01-01,21:34:00,Espresso
2021-01-01,21:34:00,Cappuccino
2021-01-01,21:34:00,Latte
2021-01-01,21:35:00,Cappuccino
2021-01-01,21:40:00,Espresso
2021-01-01,21:40:00,Cappuccino
2021-01-01,21:42:00,Latte
2021-01-01,21:43:00,Latte
2021-01-01,21:44:00,Espresso
2021-01-01,21:45:00,Latte
2021-01-01,21:48:00,Cappuccino
2021-01-01,21:49:00,Espresso
2021-01-01,21:50:00,Cappuccino
2021-01-01,21:51:00,Latte
2021-01-01,21:52:00,Latte
2021-01-01,21:52:00,Latte
2021-01-01,21:52:00,Latte
2021-01-01,21:54:00,Cappuccino
2021-01-01,21:56:00,Latte
2021-01-01,21:58:00,Cappuccino
2021-01-01,21:58:00,Cappuccino
2021-01-01,21:59:00,Espresso
2021-01-01,21:59:00,Latte
