date,time,total_count,today_count,tank_beans,tank_water,tank_milk,barometer,thermometer
2021-01-01,10:50:00,185,85,590,850,775,14.9,99.70000000000002
2021-01-01,10:51:00,186,86,578,1350,675,15.0,100.0
2021-01-01,10:52:00,187,87,562,1100,675,14.9,99.9
2021-01-01,10:53:00,188,88,542,750,600,15.0,99.80000000000001
2021-01-01,10:54:00,189,89,530,1250,500,14.9,100.0
2021-01-01,10:55:00,190,90,518,1050,400,15.0,99.9
2021-01-01,10:56:00,191,91,506,1550,300,14.9,100.0
2021-01-01,10:57:00,192,92,486,1200,225,15.0,99.9
2021-01-01,10:58:00,193,93,466,850,1175,14.9,99.80000000000001
2021-01-01,10:59:00,194,94,446,1350,1100,15.0,100.0
2021-01-01,11:00:00,195,95,430,1100,1100,14.9,99.9
2021-01-01,11:01:00,196,96,410,750,1025,15.0,99.80000000000001
2021-01-01,11:02:00,197,97,398,1250,925,14.9,100.0
2021-01-01,11:03:00,198,98,386,1050,825,15.0,99.9
2021-01-01,11:04:00,199,99,366,1550,750,14.9,100.0
2021-01-01,11:05:00,200,100,350,1300,750,15.0,99.9
2021-01-01,11:06:00,201,101,334,1050,750,14.9,99.80000000000001
2021-01-01,11:07:00,202,102,314,1550,675,15.0,100.0
2021-01-01,11:08:00,203,103,294,1200,600,14.9,99.9
2021-01-01,11:09:00,204,104,274,850,525,15.0,99.80000000000001
2021-01-01,11:10:00,204,104,274,1350,525,15.0,100.0
2021-01-01,11:11:00,205,105,258,1100,525,14.9,99.9
2021-01-01,11:12:00,206,106,238,750,450,15.0,99.80000000000001
2021-01-01,11:13:00,206,106,238,1250,450,15.0,100.0
2021-01-01,11:14:00,207,107,218,900,375,14.9,99.9
2021-01-01,11:15:00,208,108,198,1400,300,15.0,100.0
2021-01-01,11:16:00,209,109,652,1150,300,14.9,99.9
2021-01-01,11:17:00,209,109,652,1150,300,15.0,99.9
2021-01-01,11:18:00,210,110,632,800,225,14.9,99.80000000000001
2021-01-01,11:19:00,211,111,620,1300,1175,15.0,100.0
2021-01-01,11:20:00,211,111,620,1300,1175,15.0,100.0
2021-01-01,11:21:00,212,112,604,1050,1175,14.9,99.9
2021-01-01,11:22:00,213,113,592,1550,1075,15.0,100.0
2021-01-01,11:23:00,214,114,572,1200,1000,14.9,99.9
2021-01-01,11:24:00,214,114,572,1200,1000,15.0,99.9
2021-01-01,11:25:00,215,115,556,950,1000,14.9,99.80000000000001
2021-01-01,11:26:00,216,116,544,1450,900,15.0,100.0
2021-01-01,11:27:00,217,117,528,1200,900,14.9,99.9
2021-01-01,11:28:00,217,117,528,1200,900,15.0,99.9
2021-01-01,11:29:00,218,118,508,850,825,14.9,99.80000000000001
2021-01-01,11:30:00,219,119,488,1350,750,15.0,100.0
2021-01-01,11:31:00,220,120,472,1100,750,14.9,99.9
2021-01-01,11:32:00,220,120,472,1100,750,15.0,99.9
2021-01-01,11:33:00,221,121,456,850,750,14.9,99.80000000000001
2021-01-01,11:34:00,222,122,436,1350,675,15.0,100.0
2021-01-01,11:35:00,222,122,436,1350,675,15.0,100.0
2021-01-01,11:36:00,222,122,436,1350,675,15.0,100.0
2021-01-01,11:37:00,223,123,424,1150,575,14.9,99.9
2021-01-01,11:38:00,223,123,424,1150,575,15.0,99.9
2021-01-01,11:39:00,224,124,408,900,575,14.9,99.80000000000001
2021-01-01,11:40:00,225,125,392,1400,575,15.0,100.0
2021-01-01,11:41:00,226,126,380,1200,475,14.9,99.9
2021-01-01,11:42:00,227,127,364,950,475,15.0,99.80000000000001
2021-01-01,11:43:00,227,127,364,1450,475,15.0,100.0
2021-01-01,11:44:00,227,127,364,1450,475,15.0,100.0
2021-01-01,11:45:00,228,128,348,1200,475,14.9,99.9
2021-01-01,11:46:00,228,128,348,1200,475,15.0,99.9
2021-01-01,11:47:00,229,129,332,950,475,14.9,99.80000000000001
2021-01-01,11:48:00,230,130,320,1450,375,15.0,100.0
2021-01-01,11:49:00,231,131,300,1100,300,14.9,99.9
2021-01-01,11:50:00,232,132,280,750,225,15.0,99.80000000000001
2021-01-01,11:51:00,232,132,280,1250,1175,15.0,100.0
2021-01-01,11:52:00,233,133,260,900,1100,14.9,99.9
2021-01-01,11:53:00,233,133,260,1400,1100,15.0,100.0
2021-01-01,11:54:00,234,134,240,1050,1025,14.9,99.9
2021-01-01,11:55:00,235,135,220,1550,950,15.0,100.0
2021-01-01,11:56:00,236,136,208,1350,850,14.9,99.9
2021-01-01,11:57:00,237,137,188,1000,775,15.0,99.80000000000001
2021-01-01,11:58:00,238,138,642,1500,775,14.9,100.0
2021-01-01,11:59:00,239,139,622,1150,700,15.0,99.9
2021-01-01,12:00:00,239,139,622,1150,700,15.0,99.9
2021-01-01,12:01:00,240,140,606,900,700,14.9,99.80000000000001
2021-01-01,12:02:00,240,140,606,1400,700,15.0,100.0
2021-01-01,12:03:00,241,141,586,1050,625,14.9,99.9
2021-01-01,12:04:00,242,142,566,1550,550,15.0,100.0
2021-01-01,12:05:00,243,143,546,1200,475,14.9,99.9
2021-01-01,12:06:00,244,144,534,1000,375,15.0,99.80000000000001
2021-01-01,12:07:00,245,145,514,1500,300,14.9,100.0
2021-01-01,12:08:00,246,146,502,1300,200,15.0,99.9
2021-01-01,12:09:00,246,146,502,1300,1150,15.0,99.9
2021-01-01,12:10:00,246,146,502,1300,1150,15.0,99.9
2021-01-01,12:11:00,246,146,502,1300,1150,15.0,99.9
2021-01-01,12:12:00,246,146,502,1300,1150,15.0,99.9
2021-01-01,12:13:00,247,147,490,1100,1050,14.9,99.80000000000001
2021-01-01,12:14:00,248,148,478,900,950,15.0,99.70000000000002
2021-01-01,12:15:00,249,149,462,1400,950,14.9,100.0
2021-01-01,12:16:00,250,150,442,1050,875,15.0,99.9
2021-01-01,12:17:00,251,151,422,1550,800,14.9,100.0
2021-01-01,12:18:00,252,152,406,1300,800,15.0,99.9
2021-01-01,12:19:00,253,153,386,950,725,14.9,99.80000000000001
2021-01-01,12:20:00,253,153,386,1450,725,15.0,100.0
2021-01-01,12:21:00,254,154,366,1100,650,14.9,99.9
2021-01-01,12:22:00,255,155,350,850,650,15.0,99.80000000000001
2021-01-01,12:23:00,255,155,350,1350,650,15.0,100.0
2021-01-01,12:24:00,255,155,350,1350,650,15.0,100.0
2021-01-01,12:25:00,256,156,338,1150,550,14.9,99.9
2021-01-01,12:26:00,257,157,322,900,550,15.0,99.80000000000001
2021-01-01,12:27:00,258,158,302,1400,475,14.9,100.0
2021-01-01,12:28:00,259,159,286,1150,475,15.0,99.9
2021-01-01,12:29:00,259,159,286,1150,475,15.0,99.9
2021-01-01,12:30:00,260,160,274,950,375,14.9,99.80000000000001
2021-01-01,12:31:00,261,161,254,1450,300,15.0,100.0
2021-01-01,12:32:00,262,162,242,1250,200,14.9,99.9
2021-01-01,12:33:00,262,162,242,1250,1150,15.0,99.9
2021-01-01,12:34:00,263,163,230,1050,1050,14.9,99.80000000000001
2021-01-01,12:35:00,264,164,218,1550,950,15.0,100.0
2021-01-01,12:36:00,265,165,198,1200,875,14.9,99.9
2021-01-01,12:37:00,266,166,652,850,800,15.0,99.80000000000001
2021-01-01,12:38:00,266,166,652,1350,800,15.0,100.0
2021-01-01,12:39:00,267,167,632,1000,725,14.9,99.9
2021-01-01,12:40:00,267,167,632,1500,725,15.0,100.0
2021-01-01,12:41:00,268,168,616,1250,725,14.9,99.9
2021-01-01,12:42:00,269,169,600,1000,725,15.0,99.80000000000001
2021-01-01,12:43:00,269,169,600,1500,725,15.0,100.0
2021-01-01,12:44:00,270,170,584,1250,725,14.9,99.9
2021-01-01,12:45:00,271,171,564,900,650,15.0,99.80000000000001
2021-01-01,12:46:00,271,171,564,1400,650,15.0,100.0
2021-01-01,12:47:00,272,172,552,1200,550,14.9,99.9
2021-01-01,12:48:00,273,173,536,950,550,15.0,99.80000000000001
2021-01-01,12:49:00,273,173,536,1450,550,15.0,100.0
2021-01-01,12:50:00,274,174,524,1250,450,14.9,99.9
2021-01-01,12:51:00,275,175,504,900,375,15.0,99.80000000000001
2021-01-01,12:52:00,276,176,484,1400,300,14.9,100.0
2021-01-01,12:53:00,277,177,472,1200,200,15.0,99.9
2021-01-01,12:54:00,277,177,472,1200,1150,15.0,99.9
2021-01-01,12:55:00,277,177,472,1200,1150,15.0,99.9
2021-01-01,12:56:00,278,178,452,850,1075,14.9,99.80000000000001
2021-01-01,12:57:00,279,179,440,1350,975,15.0,100.0
2021-01-01,12:58:00,280,180,420,1000,900,14.9,99.9
2021-01-01,12:59:00,280,180,420,1500,900,15.0,100.0
2021-01-01,13:00:00,281,181,404,1250,900,14.9,99.9
2021-01-01,13:01:00,282,182,392,1050,800,15.0,99.80000000000001
2021-01-01,13:02:00,283,183,372,1550,725,14.9,100.0
2021-01-01,13:03:00,284,184,360,1350,625,15.0,99.9
2021-01-01,13:04:00,285,185,348,1150,525,14.9,99.80000000000001
2021-01-01,13:05:00,286,186,332,900,525,15.0,99.70000000000002
2021-01-01,13:06:00,286,186,332,1400,525,15.0,100.0
2021-01-01,13:07:00,286,186,332,1400,525,15.0,100.0
2021-01-01,13:08:00,287,187,316,1150,525,14.9,99.9
2021-01-01,13:09:00,287,187,316,1150,525,15.0,99.9
2021-01-01,13:10:00,287,187,316,1150,525,15.0,99.9
2021-01-01,13:11:00,287,187,316,1150,525,15.0,99.9
2021-01-01,13:12:00,288,188,296,800,450,14.9,99.80000000000001
2021-01-01,13:13:00,288,188,296,1300,450,15.0,100.0
2021-01-01,13:14:00,288,188,296,1300,450,15.0,100.0
2021-01-01,13:15:00,288,188,296,1300,450,15.0,100.0
2021-01-01,13:16:00,289,189,276,950,375,14.9,99.9
2021-01-01,13:17:00,290,190,256,1450,300,15.0,100.0
2021-01-01,13:18:00,290,190,256,1450,300,15.0,100.0
2021-01-01,13:19:00,290,190,256,1450,300,15.0,100.0
2021-01-01,13:20:00,290,190,256,1450,300,15.0,100.0
2021-01-01,13:21:00,291,191,240,1200,300,14.9,99.9
2021-01-01,13:22:00,291,191,240,1200,300,15.0,99.9
2021-01-01,13:23:00,291,191,240,1200,300,15.0,99.9
2021-01-01,13:24:00,292,192,228,1000,200,14.9,99.80000000000001
2021-01-01,13:25:00,293,193,216,1500,1150,15.0,100.0
2021-01-01,13:26:00,294,194,196,1150,1075,14.9,99.9
2021-01-01,13:27:00,295,195,650,950,975,15.0,99.80000000000001
2021-01-01,13:28:00,296,196,630,1450,900,14.9,100.0
2021-01-01,13:29:00,297,197,614,1200,900,15.0,99.9
2021-01-01,13:30:00,297,197,614,1200,900,15.0,99.9
2021-01-01,13:31:00,298,198,594,850,825,14.9,99.80000000000001
2021-01-01,13:32:00,298,198,594,1350,825,15.0,100.0
2021-01-01,13:33:00,298,198,594,1350,825,15.0,100.0
2021-01-01,13:34:00,299,199,574,1000,750,14.9,99.9
2021-01-01,13:35:00,300,200,562,1500,650,15.0,100.0
2021-01-01,13:36:00,301,201,542,1150,575,14.9,99.9
2021-01-01,13:37:00,301,201,542,1150,575,15.0,99.9
2021-01-01,13:38:00,301,201,542,1150,575,15.0,99.9
2021-01-01,13:39:00,301,201,542,1150,575,15.0,99.9
2021-01-01,13:40:00,302,202,530,950,475,14.9,99.80000000000001
2021-01-01,13:41:00,302,202,530,1450,475,15.0,100.0
2021-01-01,13:42:00,302,202,530,1450,475,15.0,100.0
2021-01-01,13:43:00,303,203,518,1250,375,14.9,99.9
2021-01-01,13:44:00,303,203,518,1250,375,15.0,99.9
2021-01-01,13:45:00,303,203,518,1250,375,15.0,99.9
2021-01-01,13:46:00,304,204,498,900,300,14.9,99.80000000000001
2021-01-01,13:47:00,305,205,482,1400,300,15.0,100.0
2021-01-01,13:48:00,306,206,466,1150,300,14.9,99.9
2021-01-01,13:49:00,307,207,454,950,200,15.0,99.80000000000001
2021-01-01,13:50:00,307,207,454,1450,1150,15.0,100.0
2021-01-01,13:51:00,308,208,442,1250,1050,14.9,99.9
2021-01-01,13:52:00,309,209,430,1050,950,15.0,99.80000000000001
2021-01-01,13:53:00,310,210,410,1550,875,14.9,100.0
2021-01-01,13:54:00,310,210,410,1550,875,15.0,100.0
2021-01-01,13:55:00,311,211,394,1300,875,14.9,99.9
2021-01-01,13:56:00,312,212,382,1100,775,15.0,99.80000000000001
2021-01-01,13:57:00,313,213,366,850,775,14.9,99.70000000000002
2021-01-01,13:58:00,314,214,346,1350,700,15.0,100.0
2021-01-01,13:59:00,315,215,326,1000,625,14.9,99.9
2021-01-01,14:00:00,315,215,326,1500,625,15.0,100.0
2021-01-01,14:01:00,316,216,306,1150,550,14.9,99.9
2021-01-01,14:02:00,316,216,306,1150,550,15.0,99.9
2021-01-01,14:03:00,317,217,286,800,475,14.9,99.80000000000001
2021-01-01,14:04:00,317,217,286,1300,475,15.0,100.0
2021-01-01,14:05:00,318,218,274,1100,375,14.9,99.9
2021-01-01,14:06:00,318,218,274,1100,375,15.0,99.9
2021-01-01,14:07:00,318,218,274,1100,375,15.0,99.9
2021-01-01,14:08:00,318,218,274,1100,375,15.0,99.9
2021-01-01,14:09:00,318,218,274,1100,375,15.0,99.9
2021-01-01,14:10:00,319,219,262,900,275,14.9,99.80000000000001
2021-01-01,14:11:00,320,220,242,1400,200,15.0,100.0
2021-01-01,14:12:00,321,221,230,1200,1150,14.9,99.9
2021-01-01,14:13:00,321,221,230,1200,1150,15.0,99.9
2021-01-01,14:14:00,322,222,214,950,1150,14.9,99.80000000000001
2021-01-01,14:15:00,323,223,194,1450,1075,15.0,100.0
2021-01-01,14:16:00,324,224,648,1100,1000,14.9,99.9
2021-01-01,14:17:00,325,225,636,900,900,15.0,99.80000000000001
2021-01-01,14:18:00,325,225,636,1400,900,15.0,100.0
2021-01-01,14:19:00,326,226,616,1050,825,14.9,99.9
2021-01-01,14:20:00,326,226,616,1550,825,15.0,100.0
2021-01-01,14:21:00,327,227,604,1350,725,14.9,99.9
2021-01-01,14:22:00,328,228,588,1100,725,15.0,99.80000000000001
2021-01-01,14:23:00,328,228,588,1100,725,15.0,99.80000000000001
2021-01-01,14:24:00,328,228,588,1100,725,15.0,99.80000000000001
2021-01-01,14:25:00,329,229,576,900,625,14.9,99.70000000000002
2021-01-01,14:26:00,330,230,556,1400,550,15.0,100.0
2021-01-01,14:27:00,331,231,536,1050,475,14.9,99.9
2021-01-01,14:28:00,332,232,520,1550,475,15.0,100.0
2021-01-01,14:29:00,333,233,500,1200,400,14.9,99.9
2021-01-01,14:30:00,334,234,480,850,325,15.0,99.80000000000001
2021-01-01,14:31:00,334,234,480,1350,325,15.0,100.0
2021-01-01,14:32:00,335,235,460,1000,250,14.9,99.9
2021-01-01,14:33:00,336,236,448,1500,150,15.0,100.0
2021-01-01,14:34:00,336,236,448,1500,1100,15.0,100.0
2021-01-01,14:35:00,337,237,436,1300,1000,14.9,99.9
2021-01-01,14:36:00,337,237,436,1300,1000,15.0,99.9
2021-01-01,14:37:00,337,237,436,1300,1000,15.0,99.9
2021-01-01,14:38:00,338,238,424,1100,900,14.9,99.80000000000001
2021-01-01,14:39:00,339,239,408,850,900,15.0,99.70000000000002
2021-01-01,14:40:00,340,240,388,1350,825,14.9,100.0
2021-01-01,14:41:00,341,241,372,1100,825,15.0,99.9
2021-01-01,14:42:00,341,241,372,1100,825,15.0,99.9
2021-01-01,14:43:00,341,241,372,1100,825,15.0,99.9
2021-01-01,14:44:00,342,242,356,850,825,14.9,99.80000000000001
2021-01-01,14:45:00,343,243,336,1350,750,15.0,100.0
2021-01-01,14:46:00,344,244,320,1100,750,14.9,99.9
2021-01-01,14:47:00,345,245,300,750,675,15.0,99.80000000000001
2021-01-01,14:48:00,345,245,300,1250,675,15.0,100.0
2021-01-01,14:49:00,345,245,300,1250,675,15.0,100.0
2021-01-01,14:50:00,346,246,280,900,600,14.9,99.9
2021-01-01,14:51:00,346,246,280,1400,600,15.0,100.0
2021-01-01,14:52:00,346,246,280,1400,600,15.0,100.0
2021-01-01,14:53:00,346,246,280,1400,600,15.0,100.0
2021-01-01,14:54:00,346,246,280,1400,600,15.0,100.0
2021-01-01,14:55:00,347,247,268,1200,500,14.9,99.9
2021-01-01,14:56:00,347,247,268,1200,500,15.0,99.9
2021-01-01,14:57:00,348,248,248,850,425,14.9,99.80000000000001
2021-01-01,14:58:00,349,249,228,1350,350,15.0,100.0
2021-01-01,14:59:00,350,250,212,1100,350,14.9,99.9
2021-01-01,15:00:00,351,251,200,900,250,15.0,99.80000000000001
2021-01-01,15:01:00,352,252,180,1400,175,14.9,100.0
2021-01-01,15:02:00,352,252,634,1400,1125,15.0,100.0
2021-01-01,15:03:00,352,252,634,1400,1125,15.0,100.0
2021-01-01,15:04:00,352,252,634,1400,1125,15.0,100.0
2021-01-01,15:05:00,353,253,618,1150,1125,14.9,99.9
2021-01-01,15:06:00,354,254,606,950,1025,15.0,99.80000000000001
2021-01-01,15:07:00,354,254,606,1450,1025,15.0,100.0
2021-01-01,15:08:00,354,254,606,1450,1025,15.0,100.0
2021-01-01,15:09:00,355,255,586,1100,950,14.9,99.9
2021-01-01,15:10:00,356,256,574,900,850,15.0,99.80000000000001
2021-01-01,15:11:00,356,256,574,1400,850,15.0,100.0
2021-01-01,15:12:00,357,257,554,1050,775,14.9,99.9
2021-01-01,15:13:00,358,258,542,1550,675,15.0,100.0
2021-01-01,15:14:00,359,259,526,1300,675,14.9,99.9
2021-01-01,15:15:00,360,260,514,1100,575,15.0,99.80000000000001
2021-01-01,15:16:00,361,261,498,850,575,14.9,99.70000000000002
2021-01-01,15:17:00,362,262,482,1350,575,15.0,100.0
2021-01-01,15:18:00,363,263,466,1100,575,14.9,99.9
2021-01-01,15:19:00,363,263,466,1100,575,15.0,99.9
2021-01-01,15:20:00,363,263,466,1100,575,15.0,99.9
2021-01-01,15:21:00,364,264,446,750,500,14.9,99.80000000000001
2021-01-01,15:22:00,365,265,430,1250,500,15.0,100.0
2021-01-01,15:23:00,366,266,418,1050,400,14.9,99.9
2021-01-01,15:24:00,366,266,418,1550,400,15.0,100.0
2021-01-01,15:25:00,367,267,402,1300,400,14.9,99.9
2021-01-01,15:26:00,367,267,402,1300,400,15.0,99.9
2021-01-01,15:27:00,368,268,382,950,325,14.9,99.80000000000001
2021-01-01,15:28:00,369,269,366,1450,325,15.0,100.0
2021-01-01,15:29:00,370,270,354,1250,225,14.9,99.9
2021-01-01,15:30:00,371,271,334,900,1175,15.0,99.80000000000001
2021-01-01,15:31:00,371,271,334,1400,1175,15.0,100.0
2021-01-01,15:32:00,371,271,334,1400,1175,15.0,100.0
2021-01-01,15:33:00,371,271,334,1400,1175,15.0,100.0
2021-01-01,15:34:00,371,271,334,1400,1175,15.0,100.0
2021-01-01,15:35:00,372,272,314,1050,1100,14.9,99.9
2021-01-01,15:36:00,373,273,294,1550,1025,15.0,100.0
2021-01-01,15:37:00,374,274,282,1350,925,14.9,99.9
2021-01-01,15:38:00,374,274,282,1350,925,15.0,99.9
2021-01-01,15:39:00,375,275,262,1000,850,14.9,99.80000000000001
2021-01-01,15:40:00,376,276,246,1500,850,15.0,100.0
2021-01-01,15:41:00,377,277,234,1300,750,14.9,99.9
2021-01-01,15:42:00,378,278,222,1100,650,15.0,99.80000000000001
2021-01-01,15:43:00,379,279,206,850,650,14.9,99.70000000000002
2021-01-01,15:44:00,380,280,194,1350,550,15.0,100.0
2021-01-01,15:45:00,381,281,648,1150,450,14.9,99.9
2021-01-01,15:46:00,382,282,636,950,350,15.0,99.80000000000001
2021-01-01,15:47:00,383,283,616,1450,275,14.9,100.0
2021-01-01,15:48:00,384,284,604,1250,175,15.0,99.9
2021-01-01,15:49:00,384,284,604,1250,1125,15.0,99.9
2021-01-01,15:50:00,384,284,604,1250,1125,15.0,99.9
2021-01-01,15:51:00,385,285,588,1000,1125,14.9,99.80000000000001
2021-01-01,15:52:00,385,285,588,1500,1125,15.0,100.0
2021-01-01,15:53:00,385,285,588,1500,1125,15.0,100.0
2021-01-01,15:54:00,386,286,568,1150,1050,14.9,99.9
2021-01-01,15:55:00,387,287,548,800,975,15.0,99.80000000000001
2021-01-01,15:56:00,388,288,536,1300,875,14.9,100.0
2021-01-01,15:57:00,389,289,524,1100,775,15.0,99.9
2021-01-01,15:58:00,390,290,508,850,775,14.9,99.80000000000001
2021-01-01,15:59:00,391,291,488,1350,700,15.0,100.0
2021-01-01,16:00:00,392,292,472,1100,700,14.9,99.9
2021-01-01,16:01:00,393,293,460,900,600,15.0,99.80000000000001
